City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
237,Kruisfontein,ZA,-34.0033,24.7314,54.88,82,73,6.93,broken clouds
238,Maraa,BR,-1.8333,-65.3667,76.17,87,24,2.1,few clouds
239,Haines Junction,CA,60.7522,-137.5108,57.15,38,100,13.8,overcast clouds
240,Novoye Leushino,RU,56.8073,40.5144,54.18,99,100,3.8,light rain
241,Anloga,GH,5.7947,0.8973,82.62,82,100,11.23,overcast clouds
242,Batemans Bay,AU,-35.7167,150.1833,53.91,55,37,11.05,scattered clouds
243,Airai,TL,-8.9266,125.4092,59.58,79,64,3.89,broken clouds
244,Bathsheba,BB,13.2167,-59.5167,81.21,61,20,17.16,few clouds
245,Gamba,GA,-2.65,10.0,75.34,92,99,4.29,overcast clouds
246,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,76,49,5.44,scattered clouds
247,Chokurdakh,RU,70.6333,147.9167,40.98,57,5,10.8,clear sky
248,Trelew,AR,-43.249,-65.3051,56.5,37,92,17.9,overcast clouds
249,Maneadero,MX,31.7167,-116.5667,70.2,69,0,3.0,clear sky
250,Datong,CN,40.0936,113.2914,54.32,29,0,13.51,clear sky
251,Galveston,US,29.3669,-94.9669,87.91,84,75,3.0,broken clouds
252,Mayumba,GA,-3.432,10.6554,75.81,90,75,4.29,broken clouds
253,Yellowknife,CA,62.456,-114.3525,59.32,41,75,4.0,broken clouds
254,Rio Grande,BR,-32.035,-52.0986,54.95,74,0,6.98,clear sky
255,Berlevag,NO,70.8578,29.0864,36.23,80,96,23.06,overcast clouds
256,Vanimo,PG,-2.6741,141.3028,82.85,74,86,3.13,overcast clouds
257,Salalah,OM,17.0151,54.0924,80.69,94,40,2.3,scattered clouds
258,Harper,LR,4.375,-7.7169,79.2,84,42,6.89,scattered clouds
259,Zhicheng,CN,30.2956,111.5047,70.77,66,100,2.73,light rain
260,San Luis,AR,-33.295,-66.3356,56.93,54,7,7.78,clear sky
261,Talnakh,RU,69.4865,88.3972,17.33,82,45,0.98,scattered clouds
262,Qinhuangdao,CN,39.9317,119.5883,61.56,56,63,16.87,broken clouds
263,Hofn,IS,64.2539,-15.2082,43.25,76,99,9.51,overcast clouds
264,Williams Lake,CA,52.1415,-122.1445,56.77,45,90,1.01,light rain
265,Mocuba,MZ,-16.8392,36.9856,60.28,97,0,2.62,clear sky
266,Asau,RO,46.4333,26.4,60.76,100,97,3.85,overcast clouds
267,Erzin,TR,36.9559,36.2,70.52,87,63,2.39,broken clouds
268,Tortoli,IT,39.9256,9.6572,62.42,88,0,4.61,clear sky
269,Birjand,IR,32.8663,59.2211,68.77,31,21,11.48,few clouds
270,Oriximina,BR,-1.7656,-55.8661,78.94,81,63,4.03,broken clouds
271,Havelock,US,34.8791,-76.9013,84.43,82,20,4.61,few clouds
272,Labytnangi,RU,66.6572,66.4183,33.98,63,16,3.6,few clouds
273,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,87,75,21.41,light rain
274,Faanui,PF,-16.4833,-151.75,80.73,72,62,11.81,broken clouds
275,Cabo San Lucas,MX,22.8909,-109.9124,99.52,20,20,4.61,few clouds
276,Turukhansk,RU,65.8167,87.9833,39.56,88,100,11.9,light rain
277,Niceville,US,30.5169,-86.4822,82.98,71,1,4.0,clear sky
278,Mirnyy,RU,62.5353,113.9611,52.65,78,38,5.77,scattered clouds
279,Jacareacanga,BR,-6.2222,-57.7528,78.31,64,10,0.58,clear sky
280,Dindigul,IN,10.35,77.95,77.02,65,4,3.69,clear sky
281,Margate,GB,51.3813,1.3862,53.74,79,74,1.99,broken clouds
282,Pangnirtung,CA,66.1451,-65.7125,31.82,93,84,2.24,broken clouds
283,Mahebourg,MU,-20.4081,57.7,74.25,94,75,3.44,light rain
284,Sol-Iletsk,RU,51.1631,54.9918,62.64,45,43,9.37,scattered clouds
285,Anadyr,RU,64.75,177.4833,43.3,60,75,13.0,broken clouds
286,Arroyo,ES,41.6096,-4.7969,67.59,59,0,2.42,clear sky
287,Jawhar,SO,2.7809,45.5005,73.29,90,73,9.37,light rain
288,Tongliao,CN,43.6125,122.2653,56.71,68,100,8.55,overcast clouds
289,Statesboro,US,32.4488,-81.7832,91.54,33,1,4.61,clear sky
290,Zemaiciu Naumiestis,LT,55.3592,21.7022,44.65,94,5,2.82,clear sky
291,Krasnogorsk,RU,55.8225,37.3181,61.18,94,40,2.68,light rain
292,Buique,BR,-8.6231,-37.1558,63.05,95,74,7.23,broken clouds
293,Caldas Novas,BR,-17.7417,-48.625,77.31,53,84,1.19,broken clouds
294,Oranjemund,NA,-28.55,16.4333,55.4,84,6,2.08,clear sky
295,Marsh Harbour,BS,26.5412,-77.0636,77.59,72,100,8.01,overcast clouds
296,Karla,EE,59.3723,24.9275,48.16,88,0,4.61,clear sky
297,Holme,DK,56.1138,10.1725,44.71,86,7,6.11,clear sky
298,Dunedin,NZ,-45.8742,170.5036,46.8,89,100,8.01,light rain
299,Cayenne,GF,4.9333,-52.3333,76.08,90,75,1.01,broken clouds
300,Aykino,RU,62.2248,49.9922,42.3,97,100,5.23,overcast clouds
301,Beloha,MG,-25.1667,45.05,62.74,96,0,5.64,clear sky
302,Dayong,CN,25.0209,118.2898,83.88,82,100,1.59,overcast clouds
303,Srednekolymsk,RU,67.45,153.6833,57.51,30,51,20.69,broken clouds
304,Muravlenko,RU,63.7898,74.523,34.36,59,51,12.82,broken clouds
305,Gerash,IR,27.6652,54.1371,79.57,18,0,3.8,clear sky
306,Longyearbyen,SJ,78.2186,15.6401,30.04,64,40,16.11,scattered clouds
307,Sioux Lookout,CA,50.1001,-91.917,53.67,26,20,2.3,few clouds
308,Nashville,US,36.1659,-86.7844,84.88,57,1,5.99,clear sky
309,Hefei,CN,31.8639,117.2808,73.42,68,0,6.71,clear sky
310,Monywa,MM,22.1167,95.1333,86.49,51,95,6.8,overcast clouds
311,Nome,US,64.5011,-165.4064,59.11,33,1,11.5,clear sky
312,Nizhniy Odes,RU,63.6445,54.856,35.85,87,99,3.83,overcast clouds
313,Shushtar,IR,32.0455,48.8567,87.15,15,0,1.43,clear sky
314,Havoysund,NO,70.9963,24.6622,38.28,67,98,20.89,overcast clouds
315,Amahai,ID,-3.3333,128.9167,78.76,83,16,3.02,few clouds
316,Kalabo,ZM,-14.97,22.6814,53.4,37,0,5.32,clear sky
317,Nouadhibou,MR,20.931,-17.0347,64.38,88,0,16.11,clear sky
318,Tiksi,RU,71.6872,128.8694,34.81,90,100,6.91,overcast clouds
319,Herrin,US,37.8031,-89.0276,71.51,97,90,10.36,moderate rain
320,Zemio,CF,5.0314,25.1361,67.39,98,100,0.85,overcast clouds
321,Beringovskiy,RU,63.05,179.3167,33.35,96,100,5.79,overcast clouds
322,Pacific Grove,US,36.6177,-121.9166,82.15,79,90,5.99,overcast clouds
323,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.06,95,22,2.35,few clouds
324,Yeppoon,AU,-23.1333,150.7333,62.38,40,0,5.75,clear sky
325,Constitucion,CL,-35.3333,-72.4167,56.26,94,100,4.74,overcast clouds
326,Flin Flon,CA,54.7682,-101.865,55.24,41,40,13.49,scattered clouds
327,Karangampel,ID,-6.4622,108.4519,79.61,78,19,4.65,few clouds
328,Onega,RU,63.9061,38.1404,37.9,96,60,6.49,broken clouds
329,Mujiayingzi,CN,42.1167,118.7833,54.41,53,69,17.22,broken clouds
330,Aksu,CN,41.1231,80.2644,70.47,20,17,4.41,few clouds
331,Laguna,US,38.421,-121.4238,92.21,26,1,5.99,clear sky
332,Nikki,BJ,9.9401,3.2108,78.21,68,99,8.57,overcast clouds
333,Maragogi,BR,-9.0122,-35.2225,76.71,78,78,10.11,broken clouds
334,Hemnesberget,NO,66.2333,13.6333,42.58,79,57,5.41,broken clouds
335,Waingapu,ID,-9.6567,120.2641,78.49,79,36,17.78,scattered clouds
336,Torbay,CA,47.6666,-52.7314,54.88,96,90,26.46,overcast clouds
337,Sarishabari,BD,24.7333,89.8333,78.75,91,90,12.5,overcast clouds
338,Proletariy,RU,58.4342,31.7046,50.49,99,96,4.9,overcast clouds
339,Belaya Kholunitsa,RU,58.84,50.8528,51.85,93,99,3.27,light rain
340,Harlingen,US,26.1906,-97.6961,89.78,69,40,23.02,scattered clouds
341,Marfino,RU,55.7028,37.3822,61.09,90,20,2.62,few clouds
342,Arkhangelsk,RU,64.5401,40.5433,41.11,93,90,4.81,overcast clouds
343,Mecca,SA,21.4267,39.8261,87.57,40,61,2.91,broken clouds
344,Salme,NP,28.0369,85.0942,62.89,92,100,1.66,overcast clouds
345,Tirumullaivasal,IN,11.2333,79.8333,84.25,64,96,10.78,overcast clouds
346,Broome,US,42.2506,-75.833,64.0,58,1,1.01,clear sky
347,Ponta Delgada,PT,37.7333,-25.6667,59.72,72,20,10.36,few clouds
348,Bodmin,GB,50.4715,-4.7243,52.45,100,100,5.03,light rain
349,Cervo,ES,43.6702,-7.4101,59.97,88,100,7.18,overcast clouds
350,Tilichiki,RU,60.4667,166.1,34.65,96,100,8.48,overcast clouds
351,Dekar,BW,-21.5333,21.9333,54.97,36,5,3.56,clear sky
352,Dakar,SN,14.6937,-17.4441,71.73,88,75,13.8,broken clouds
353,Den Helder,NL,52.9599,4.7593,49.98,89,90,5.75,overcast clouds
354,Cidreira,BR,-30.1811,-50.2056,61.63,67,0,3.74,clear sky
355,Kaoma,ZM,-14.7833,24.8,51.57,47,0,5.5,clear sky
356,Aykhal,RU,66.0,111.5,47.43,78,92,12.97,overcast clouds
357,Roald,NO,62.5833,6.1333,48.9,93,90,9.22,overcast clouds
358,Moroto,UG,2.5345,34.6666,66.54,64,55,3.22,broken clouds
359,Zhangye,CN,38.9342,100.4517,65.84,25,90,4.94,overcast clouds
360,Saint George,US,37.1041,-113.5841,95.38,9,1,3.0,clear sky
361,Linares,CL,-35.85,-71.6,54.59,92,100,1.86,overcast clouds
362,Ferrol,ES,43.4832,-8.2369,61.05,88,100,3.18,overcast clouds
363,Amqui,CA,48.4638,-67.4313,43.29,45,93,13.22,overcast clouds
364,Bethanien,NA,-26.502,17.1583,59.74,40,20,9.28,few clouds
365,Adrar,MR,20.5022,-10.0711,93.67,17,73,10.76,broken clouds
366,Haukipudas,FI,65.1765,25.3523,37.45,83,65,6.46,broken clouds
367,Jalu,LY,29.0331,21.5482,78.89,31,13,10.49,few clouds
368,Andros Town,BS,24.7,-77.7667,80.56,67,100,11.25,overcast clouds
369,Andenes,NO,69.3143,16.1194,41.07,70,90,13.8,overcast clouds
370,Jinji,CN,23.2281,110.8261,79.45,88,68,2.04,broken clouds
371,Taltal,CL,-25.4,-70.4833,64.9,73,65,0.96,broken clouds
372,Port Maria,JM,18.3685,-76.8895,84.16,83,27,4.09,scattered clouds
373,Shingu,JP,33.7333,135.9833,68.99,66,100,0.81,light rain
374,Brownsville,US,25.9018,-97.4975,87.8,73,75,10.0,broken clouds
375,Katsuura,JP,35.1333,140.3,69.91,81,100,6.6,overcast clouds
376,Akhmim,EG,26.5622,31.745,86.2,17,0,7.31,clear sky
377,Kidal,ML,18.4411,1.4078,91.89,5,89,10.4,overcast clouds
378,Baykit,RU,61.67,96.37,43.52,66,100,10.4,overcast clouds
379,Goure,NE,13.9835,10.2704,81.0,7,13,7.54,few clouds
380,Itapirapua,BR,-15.8233,-50.6133,79.92,45,56,3.09,broken clouds
381,Imeni Poliny Osipenko,RU,52.4201,136.4853,50.29,68,100,2.73,overcast clouds
382,Baker City,US,44.7749,-117.8344,73.92,34,40,8.05,scattered clouds
383,Port Augusta,AU,-32.5,137.7667,49.71,71,97,3.78,overcast clouds
384,Aleksandrovskiy Zavod,RU,50.9237,117.9374,45.36,79,100,4.47,overcast clouds
385,Nemuro,JP,43.3236,145.575,43.16,98,100,12.93,overcast clouds
386,Yurimaguas,PE,-5.9,-76.0833,78.94,78,25,2.35,scattered clouds
387,Ahipara,NZ,-35.1667,173.1667,61.63,77,79,12.75,broken clouds
388,Mahibadhoo,MV,3.7833,72.9667,83.28,75,48,21.9,scattered clouds
389,Namibe,AO,-15.1961,12.1522,74.3,68,0,4.54,clear sky
390,Bayir,TR,37.2687,28.2167,57.72,55,1,0.43,clear sky
391,Leningradskiy,RU,69.3833,178.4167,32.59,96,79,12.48,broken clouds
392,Manacapuru,BR,-3.2997,-60.6206,81.18,74,100,5.08,overcast clouds
393,Wagar,SD,16.1525,36.2032,95.58,28,66,3.33,broken clouds
394,Victor Harbor,AU,-35.5667,138.6167,57.99,85,98,1.01,overcast clouds
395,Geilo,NO,60.5333,8.2076,40.69,70,91,1.88,overcast clouds
396,Digby,CA,44.6169,-65.7655,67.15,68,32,6.89,scattered clouds
397,Garowe,SO,8.4054,48.4845,76.37,65,100,16.6,overcast clouds
398,Acaponeta,MX,22.4964,-105.3594,94.64,32,14,10.78,few clouds
399,Kaputa,ZM,-8.4689,29.6619,63.93,71,2,2.35,clear sky
400,Zaysan,KZ,47.4667,84.8667,65.14,49,70,6.62,broken clouds
401,Baijiantan,CN,45.6333,85.1833,82.13,27,54,25.68,broken clouds
402,Maceio,BR,-9.6658,-35.7353,78.24,83,75,10.18,broken clouds
403,Tanout,NE,14.9709,8.8879,83.71,6,56,9.93,broken clouds
404,Mantua,IT,45.1667,10.7833,63.09,78,19,5.99,few clouds
405,Socorro,US,31.6546,-106.3033,93.09,10,75,12.95,broken clouds
406,Whitianga,NZ,-36.8333,175.7,59.02,68,92,4.32,overcast clouds
407,Manuk Mangkaw,PH,4.8,119.85,83.59,69,50,3.09,scattered clouds
408,Pingliang,CN,35.5392,106.6861,61.05,39,98,2.51,overcast clouds
409,Westport,US,41.1415,-73.3579,78.78,45,35,1.01,scattered clouds
410,Ugoofaaru,MV,5.6667,73.0,82.2,78,97,21.77,overcast clouds
411,Nipawin,CA,53.3668,-104.0009,64.44,25,1,24.16,clear sky
412,Envira,BR,-7.3,-70.2167,79.27,72,97,2.3,overcast clouds
413,Avera,US,33.194,-82.5271,91.71,39,25,10.13,scattered clouds
414,Islamkot,PK,24.6997,70.177,80.92,88,28,13.11,scattered clouds
415,Bereda,ES,43.2686,-7.5406,55.92,96,100,2.13,overcast clouds
416,San Patricio,US,28.017,-97.5169,88.21,72,38,17.96,scattered clouds
417,Opuwo,NA,-18.0607,13.84,62.22,38,0,6.4,clear sky
418,Salekhard,RU,66.53,66.6019,34.18,64,17,4.16,few clouds
419,Amnat Charoen,TH,15.9167,104.75,77.2,90,100,6.51,overcast clouds
420,Stabat,ID,3.761,98.4513,77.2,91,98,2.46,overcast clouds
421,Mandalgovi,MN,45.7625,106.2708,50.18,35,55,9.69,broken clouds
422,Pisco,PE,-13.7,-76.2167,65.01,94,90,2.3,overcast clouds
423,Acapulco,MX,16.8634,-99.8901,87.62,58,75,8.43,broken clouds
424,La Paz,BO,-16.5,-68.15,51.78,53,75,8.05,broken clouds
425,Acajutla,SV,13.5928,-89.8275,98.94,72,92,5.3,overcast clouds
426,Aracati,BR,-4.5617,-37.7697,80.56,76,34,16.4,scattered clouds
427,Port-Gentil,GA,-0.7193,8.7815,78.31,84,99,11.95,overcast clouds
428,Lagoa,PT,39.05,-27.9833,58.84,59,99,7.27,overcast clouds
429,Mersing,MY,2.4312,103.8405,75.11,94,29,4.61,scattered clouds
430,Yulara,AU,-25.2406,130.9889,46.24,61,74,9.22,broken clouds
431,Ouallam,NE,14.3188,2.0866,92.64,27,72,6.55,broken clouds
432,Chumikan,RU,54.7183,135.315,38.34,77,85,4.38,overcast clouds
433,Maniitsoq,GL,65.4167,-52.9,35.02,89,47,1.5,scattered clouds
434,Moussoro,TD,13.6408,16.4901,88.77,10,31,8.39,scattered clouds
435,Urcos,PE,-13.6861,-71.6228,57.09,69,91,5.55,overcast clouds
436,Sur,OM,22.5667,59.5289,86.59,53,1,1.05,clear sky
437,Severo-Kurilsk,RU,50.6789,156.125,39.99,80,89,10.54,overcast clouds
438,Zhuhai,CN,22.2769,113.5678,88.05,79,20,8.84,few clouds
439,Garbolovo,RU,60.3413,30.4955,51.69,98,100,7.0,overcast clouds
440,Namatanai,PG,-3.6667,152.4333,77.88,90,100,7.65,moderate rain
441,Ust-Tsilma,RU,65.441,52.1498,34.57,79,88,3.87,overcast clouds
442,Cartagena Del Chaira,CO,1.3349,-74.8429,75.11,93,67,0.76,broken clouds
443,Kjollefjord,NO,70.9457,27.3465,36.54,76,98,21.47,overcast clouds
444,Kiama,AU,-34.6833,150.8667,57.38,59,12,19.26,few clouds
445,Behbahan,IR,30.5959,50.2417,76.32,15,0,5.32,clear sky
446,Taoudenni,ML,22.6783,-3.9836,100.08,14,48,10.67,scattered clouds
447,Zachary,US,30.6485,-91.1565,87.67,67,75,6.87,broken clouds
448,Harer,ET,9.3094,42.1258,56.86,91,58,3.38,broken clouds
449,Viedma,AR,-40.8135,-62.9967,60.17,31,78,20.85,broken clouds
450,Alofi,NU,-19.0595,-169.9187,80.49,83,75,9.22,broken clouds
451,Lakeway,US,30.3638,-97.9796,89.56,62,81,7.0,broken clouds
452,Tete,MZ,-16.1564,33.5867,53.69,76,0,5.75,clear sky
453,Bubaque,GW,11.2833,-15.8333,78.8,79,7,16.24,clear sky
454,Murgab,TM,37.4966,61.9714,78.67,38,75,13.8,broken clouds
455,Kodinsk,RU,58.6881,99.1844,43.29,66,56,9.91,broken clouds
456,Ainazi,LV,57.8636,24.3578,46.98,91,66,0.89,broken clouds
457,Talca,CL,-35.4333,-71.6667,57.15,90,100,3.6,overcast clouds
458,Plon,DE,54.1667,10.4167,49.84,95,17,7.47,few clouds
459,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,75,14.97,broken clouds
460,Kralendijk,BQ,12.15,-68.2667,82.38,78,75,13.8,broken clouds
461,Juan Lacaze,UY,-34.4342,-57.4381,61.12,81,6,13.78,clear sky
462,Sibolga,ID,1.7427,98.7792,76.24,89,97,2.77,overcast clouds
463,Buala,SB,-8.145,159.5921,76.71,93,100,6.29,moderate rain
464,La Garriga,ES,41.6833,2.2833,65.98,76,98,1.66,overcast clouds
465,Wajir,KE,1.7471,40.0573,75.96,69,91,15.35,overcast clouds
466,Talaya,RU,61.3833,152.75,45.34,56,71,3.51,broken clouds
467,Vila Do Maio,CV,15.1333,-23.2167,72.39,81,18,16.11,few clouds
468,Pokhara,NP,28.2333,83.9833,68.49,96,100,0.69,light rain
469,Malakal,SS,9.5334,31.6605,81.84,59,82,4.07,broken clouds
470,Norman Wells,CA,65.282,-126.8329,46.44,61,75,13.8,broken clouds
471,Aneho,TG,6.2333,1.6,82.6,80,100,11.95,overcast clouds
472,Verkhnevilyuysk,RU,63.4453,120.3167,56.01,65,99,5.5,overcast clouds
473,Vostok,RU,46.4856,135.8833,50.09,66,100,1.59,moderate rain
474,Goba,ET,7.0167,39.9833,49.71,89,67,3.0,broken clouds
